	distance	height	weight	role	hot	age	description	name	mate	online_state
270	0.59	169	59	0	12	19	"UESTC大学狗
程序猿修炼
单身快二十年
👏🏻👏🏻👏🏻👏🏻👏🏻"	SATOOOOOSHI	2	2
271	0.6	174	65	0.5	119	21	不娘，不喜欢太娘的，主要找bf。快来撩我。	A-c	2	1
272	0.61	170	64	1	176	31	我也曾经憧憬过，后来更寂寞。。。	杜蕾斯捅破的忧伤	1	1
273	0.63	173	72	0.5	133	30	中秋节有没有约的	虎-宝		1
274	0.63	170	54	0.5	4	21	长夜不寐，繁霜至曙	长川忘返	1	0
275	0.65	164	56	0	2	18	只聊天，交友。不约	今天明天后天123	1	1
276	0.67	170	55	-1	24	21	以为抓住了夏天的尾巴，结果只是多喝了两口水。	FFT变换	1	1
277	0.67	183	65	-1	14	18	"
Everything will be the best arrangement
PS. 只聊天"	Z呵呵Z呵呵	2	0
278	0.68	169	68	0.5	62	32	你比从前快了。	休伯利安上的小马哥		2
279	0.68	166	50	-1	37	19	反正我还有一生可以浪费。	殉道	2	1
280	0.68	174	63	1	111	29		gtyr	4	0
281	0.69	176	65	1	114	27		回忆久远	1	1
282	0.7	175	60	1	156	28	"不是你不相信爱情，是你不想相信

         欠债太多，没事儿别惹我

不约不6"	遥相望	1	1
283	0.7	175	60	0	255	18	"缘分有时天注定 缘分无时苦难求 对这些看得很开每一步都会有不同的走法 只求走好当前的路 不去后悔过去 😁😁😁😁 
本少性格开朗 与人合得来 在校大学生 k歌 跳舞 电玩 桌游 游泳 美食 电影 读书 旅游 羽毛球 斯诺克 爱好广泛 欢迎各位基友成为好基友
交友请自重 请自重 请自重 重要的事说三遍 
希望能遇到许多好基友"	Alexandr俊俊	2	1
284	0.7	179	63	1	5	25		Tobidake飞竹		1
285	0.71	170	50	0	688	25	你们打开界面是看照片吧，签名什么的没多少人看！	喵喵猫叫喵喵	2	1
286	0.72	175	65	-1	201	27	"盯裆猫一只
awesome sizes
寻同考831一起！"	1581732722	1	0
287	0.73	181	65	0	96	24	其实也不知道自己想要什么  对所有人不知道该怎样    无所适从	李查查	1	1
288	0.73	170	55	0.5	6	21	我姓许，名然	许然z	2	0
289	0.73	173	52	0.5	141	21	只有一样东西能予人生以价值，就是为数不多的和另一个人心灵相契。－－越来越喜欢这句话了	红尘-陌上	1	1
290	0.74	170	65	0.5	14	20		贤好欧巴oOO	2	0
291	0.75	180	68	-1	0	22		取名好烦哎		2
292	0.76	183	72	-1	5	26		飞起244	1	1
293	0.76	172	50	-1	17	23		sunshine宝bao	1	1
294	0.77	175	76	1	46	24	1388约173约1918	约来约多	1	1
295	0.78	185	72	0.5	0	18		货轮先森		0
296	0.81	168	53	-1	175	26	有那么两三个好基友，挺满足了	遇见未知的你凸	1	1
297	0.83	177	96	0.5	18	30	喜欢你的很多，爱你的却很少，陪你走路的很多，但是陪你走到尽头的很少，好好珍惜身边的人，	1e1e	4	1
298	0.85	183	78	1	256	23	"不约炮，可以聊天

最近心好累"	Coolkie	2	1
299	0.85	175	53	-1	14	27	直男。。	Galar	1	2
300	0.85	170	56	0.5	1	30	爱上一个人……	bbakk	4	1
301	0.85	171	60	0.5	266	26	真心觉得自称东北汉子的都是矫情逼，长得真是不如我们南方的🙄	实在是不想取名字了	2	1
302	0.85	178	55	0	0	18	科大的鲜肉	樊曦阳	1	1
303	0.86	170	65	0.5	33	31		梦见你就好	1	1
304	0.87	171	59	1	4	26	你若是只是打招呼就算了，浪费不起你宝贵的时间！聊友可以，朋友可以，闺蜜亦可，切莫过于无聊，还有一点儿，既然彼此发照片就别给我发几秒自动删除的，在我看来你这人交友不诚恳，也不老实，所以就没必要给我要照片，你的秒删的我也不会看！！！！！！！看后再打扰！！！！勿费心，费事，费时！！！！	李大海	4	1
305	0.87	171	63	0.5	4	23		水舞天边		1
306	0.87	173	70	0.5	20	43		回家的老猫	1	1
307	0.88	167	54	-1	13	19	"初来我电，多多指教
聊天交友找对象，不约炮！不约！
有没有同届的同学啊，交个朋友啊
白纸一张，不过不排斥**，但只会跟对象
没想到还是那个结果。。。"	Dfhg噢	2	1
308	0.88	175	65	-1	1	22		JackLen		0
309	0.89	185	79	-1	0	28		咔咔咔珂珂		0
310	0.89	177	59	-1	7	22	所谓的爱情不过是一层华美的外包装	明宁宇	4	1
311	0.9	183	72	0.5	65	22	类似爱情	xxbdxx	2	1
312	0.9	182	73	0.5	24	21		_5__	1	1
313	0.92	177	60	0	213	24	👣喜熊	幕启		1
314	0.92	168	60	0.5	37	26	好无聊啊。  好难耍	传奇186蓝色	2	0
315	0.94	175	75	-1	49	26	生死契阔，与子成说；执子之手，与子偕老。	当爱遇到上瘾	1	1
316	0.94	174	60	-1	72	26	找一起运动，周末一起玩耍，或者出游的朋友	atruefriend	1	1
317	0.95	181	69	0.5	172	21	照片是本人，搭讪请带照。。	Stiles-	1	0
318	0.96	175	62	0.5	7	20	无	布丁yy0		1
319	0.96	164	50	0	157	22	不要先问你能从对方身上得到什么，还是先考虑能为对方做些什么！	微微奈何	1	1
320	0.98	163	65	0	1	18		如此既安	1	2
321	1.03	182	74	0	13	21	嗯 我20 25以上就不要理我了好嘛	我欲乘风归	0	1
322	1.05	180	60	0.5	53	22		首首123		1
323	1.05	165	58	-1	35	50		蓝海夜焰	1	1
324	1.06	170	60	-1	398	26		chi藕chou	2	2
325	1.07	175	68	0.5	22	26	可以	Da1775		2
326	1.07	175	63	1	8	29		喵星人来没	1	1
327	1.09	176	63	1	88	25	合适就见见	各自远扬1	2	1
328	1.1	176	62	-1	254	20	🙃🙃🙃🙃、	何小賝	2	2
329	1.1	172	60	1	32	28	求关注，喜欢旅行，骑车，希望找到那个可以一起的米	喜熊12345621	1	1
330	1.11	180	70	1	35	24	"寂寞如风，常伴吾身
"	Utterly-detest	2	1
331	1.12	180	70	0.5	233	25	人就要学会没心没肺	零度亲吻Alien	4	0
332	1.13	172	60	-1	7	29	啥都不想说！	yyyyiujj	3	1
333	1.13	175	65	1	10	22	"“当世界对你关上一扇门 不要生气 那是让你练习面壁”

“每一块乌云，都镶着银边‘’"	我很忙啊啊	1	1
334	1.13	180	60	0	31	26	约泡请绕行，我只是来聊天的	爱吃鱼的懒猫		1
335	1.14	170	55	1	281	30	普通人一个，只想找个普通人，高帅富就别聊了，我知道我配不上你，出门右拐，那帅哥才是你的菜。	讲故事的猫	1	1
336	1.14	175	75	-1	1988	24	"喜欢和阳光干净的小伙伴交朋友，好喜欢各种聊天，不装真诚是我的原则！

喜欢下厨和吃货的伙伴多多多沟通啊，相册图片都是我的作品，哈哈哈！"	萌Ken		1
337	1.14	178	68	-1	38	22	bf：不娘，不娘，不娘！有缘请 say hi😬😬😬	我是皮卡丘	1	1
338	1.14	164	52	-1	6	23	暂时不会给照片，如果可以接受这个设定，欢迎聊天。猴子，喜熊。不约	不开心猴	2	1
339	1.15	174	60	0.5	11	23	.	没关系没冠希		1
340	1.16	172	50	1	89	19	"你主动我们才会有故事
未来我会成为你拒绝别人的借口"	凯少丶晗晗	1	1
341	1.16	180	61	0	7	18		囿于你给的暧昧	1	2
342	1.16	165	50	0	3	24	额	红尘丶浪子	2	1
343	1.16	175	70	-1	34	27	"No matter what U r looking for, it's usually polite to start with a good conversation and manner! Quality friends only! Thx!
BTW，tennis partners are requested. Hit me up if u play tennis too."	东长安西罗马		1
344	1.16	174	64	-1	143	20	"Uestc 

所谓渣男

大四兼考研🐶

可撩😑

但可能真的不是很有空🙄

四年成长

或许就是在换了几个前任之后

很难再有心跳加速的感觉了

越来越不把感情当回事

也许还是贪玩

也许只是单纯喜欢自由

无拘无束

虽然偶尔有点小寂寞

哈哈哈哈哈哈哈哈哈

还是期待某个人

命中注定

拯救我这个迷途的少年

毕竟老夫依然怀着一颗粉红少女心

如果只是贪图一点体温

干脆直接找个fwb

当然我也不反对fwb

毕竟真爱这种事概率实在太小

哈哈哈哈哈哈哈

(谢谢你肯听我瞎bb😂)"	木糖酮	2	1
345	1.17	171	72	0.5	172	26	就是来这里发发状态，打扰到谁见谅。	沂坤虐	4	0
346	1.17	171	55	0.5	7	23		老水牛		1
347	1.18	174	95	-1	361	21	熊熊恋	Zzzz浩		1
348	1.18	183	115	1	202	28	喜熊，猴子勿扰。TOP,S. in a  relationship. No face No reply.	Hermit老三	4	0
349	1.19	172	52	-1	16	22	START	shoyuf	4	1
350	1.19	174	60	-1	31	29	你见，或者不见我，我就在那里，不悲不喜。 你念，或者不念我，情就在那里，不来不去。 你爱，或者不爱我，爱就在那里，不增不减。 你跟，或者不跟我，我的手就在你手里，不舍不弃。	男人胖壮42	4	1
351	1.19	175	70	1	50	30	喜欢攝影，喜欢攝影的一起切磋吧😀	誒欸誒		1
352	1.19	176	62	1	125	24	你以为你是谁要我发照片我就发照片？🖕🏻	-有基佬开我裤链		2
353	1.19	168	65	-1	14	45		解压567	1	1
354	1.19	180	72	1	38	18		干柴等烈火	1	1
355	1.2	172	56	-1	78	23	"正太少年控  学生 颜控
忌乱七八糟 不找蜀黍。。
时间宝贵，请真诚 bi"	甩甩噜	1	1
356	1.2	170	60	0	27	26	哈哈	Dewa-matahari	1	0
357	1.2	165	65	0.5	15	41		那一的温柔	1	1
358	1.21	173	57	-1	22	27	不10,30以上勿扰	雨花卜卜	1	1
359	1.21	179	65	1	9	40		原汤得罪	1	0
360	1.22	174	56	0.5	95	18		Lgvtxhhvc	1	1
361	1.22	176	61	0.5	1	19		纯洁小羞涩		1
362	1.23	174	68	0.5	502	44	"关关雎鸠，在河之洲，帅狒壮熊，猴子好逑！微信号housten72
"	爱修斯	1	1
363	1.24	172	61	0	33	24	xiaohaha-5678/丑不丑见仁见智，我头像这样的都可以找帅哥，我想我也可以吧 😁😁	甩尾巴的土豆	1	0
364	1.24	145	96	0.5	35	20		一步而已	1	2
365	1.24	174	68	0	325	32	"找个长期的男朋友，35岁左右，喜欢微胖，感情需要彼此维护，相互包容！
只是想发泄的滚蛋！谢谢！"	被落花叫醒	1	1
366	1.25	171	56	-1	51	26	lol	慢慢sdown		1
367	1.25	171	60	-1	25	24	看看	麋鹿clen		1
368	1.26	173	60	0.5	334	27	愿陪你走过这一夏秋冬，共同期待那春暖花开。	雮尘珠	2	1
369	1.26	176	66	-1	205	20		绅士gu	1	0
370	1.26	172	60	-1	8	21	要求很简单，只是希望尽可能多给我一些陪伴。因为作为g真的很孤单！	陆铭豪	4	1
371	1.26	173	68	0.5	191	27	天冷了	yi生所爱	1	1
372	1.26	172	49	-1	48	21	大叔勿扰，三十岁以上的再见👋	bluereadgank	1	0
373	1.27	180	62	0.5	9	21		tgdsss		1
374	1.27	175	65	1	229	25	我	super考虑考虑	4	2
375	1.27	184	82	0.5	6	21	不玩了，再见	咿呀呀哦累哦	1	0
376	1.27	185	75	1	141	25	打招呼带照片，一次性的就不用发了。	Mar-S		1
377	1.28	170	55	0.5	13	25	愿你充盈现在，不畏将来，得到岁月优待。	淺擱	2	1
378	1.29	172	65	-1	248	22		Sebastianssss	2	1
379	1.29	180	70	0.5	37	26	周围有约的吗	嘿那个他	1	0
380	1.29	170	50	-1	337	21	国庆川西自驾游，有木有科大的同学。	Clint丶Eastwood	1	1
381	1.29	179	65	1	0	22		夜的美love		0
382	1.29	170	60	1	8	23	man的，man的	正装黑		0
383	1.3	175	55	-1	18	23	老司机带带额～额要去省城～	工玉	2	1
384	1.3	184	72	0.5	415	23	"身高不假，但是好像体重略增了一点，好像是74kg了吧。
我的另一半，身高最好不要低于175吧，不要胖子，年龄要比我大5岁左右吧。
我早上起床的时候，会撒娇要抱抱，其余时间很强势。当过兵，有轻微洁癖，比较爱干净，会煮简单家常饭。"	零紀6年	2	1
385	1.3	186	65	-1	0	22		vdjdsbb		0
386	1.31	171	81	0	103	29	Interested in fit young good-looking guy. I am a little chubby,short hair with glasses. Don't be afraid to message me. If mutually interested in, we may enjoy safe sex together	吃葡萄的火烈鸟	1	2
387	1.31	170	78	-1	26	28	Ginger Bread	PonyBee		2
388	1.31	178	150	-1	63	28	要有礼貌	小当家刘昂星	1	1
389	1.31	180	62	0.5	3	20		米亚太		2
390	1.31	168	60	-1	165	42	我是我.何必虚伪	理伟哥	1	1
391	1.32	120	200	0	33	22		kickUout	1	0
392	1.33	168	57	-1	44	29	"我很平凡，我要的是懂我的人
没有眼泪 没有后悔 就这样一直爱着你
苦苦等待X年后，你都停留在那里。"	他是谁他在那	4	1
393	1.33	170	65	1	211	24	我累了，广交真诚率性的朋友们	我有点冷	2	1
394	1.33	166	57	0.5	118	28	不约葫芦娃	特尔无聊	2	1
395	1.34	182	70	-1	51	22	"  

."	sukhjier		2
396	1.34	168	60	1	153	40	只相信缘分	e路彩虹	1	1
397	1.36	170	85	0.5	125	22		barcherrrl	1	2
398	1.37	181	68	-1	228	20	都什么狗捷豹玩意儿	Indulger	1	1
399	1.37	170	64	0	40	28	让我们一起去远方，爱旅行，爱美食。	大叔找小攻爱	1	1
400	1.37	174	62	0	5	24	本人已出柜~~~可以聊天交友，处对象。。。多一点真诚，少一点套路，要照片可以问我，我会给你看~	朝露昙花与刹那芳华		1
401	1.37	170	64	0	186	29	喜欢大的一。一个人在九店。	就是这么翘啊	1	1
402	1.38	183	70	-1	31	21	看看而已。	老子去洗澡了		1
403	1.38	172	63	0	2	26		只想做	2	0
404	1.38	172	60	0.5	38	22	清风徐来等一人，随缘	一横一竖一横一竖	2	1
405	1.38	170	56	-1	115	22	不想过光棍节了	穿草鞋赶场	2	1
406	1.38	170	55	-1	0	28		致青春坦然面对		0
407	1.39	161	50	1	99	25	感觉好累	扯犊子自然		1
408	1.39	174	67	1	26	28		宁香		0
409	1.39	170	60	-1	8	25	十里平湖霜满天 寸寸青丝愁华年	十里断长亭	1	0
410	1.39	170	65	-1	13	31	好无聊，遇到装的人，该怎么办？	提要	1	1
411	1.39	172	60	0.5	21	26		他谁	1	0
412	1.39	170	58	1	29	24	"你若真心对我，我必倾情相待。
 
找能够真心在一起过日子的，玩一玩或者419就不要来了。

好基友三关键；事业上的好搭档；私下的恩爱情侣；人前的好兄弟。"	懒人Cool		1
413	1.4	174	58	0.5	233	28	只为遇见你，可以一路同行…	余兴派对	2	1
414	1.4	172	64	1	131	27	不聊	沉默的不语		0
415	1.4	178	65	0	881	31	不约炮	哲平	1	1
416	1.41	170	65	1	65	30	"醉时别离方叹少
情到深处语知浓
遥看当年别样红
独处茅芦夜秋风 ――致懵懂青春
熙水遥望彼岸花
忘川沧海两生回
伊人何处问落花
唯有昙花向月开――致迷茫人生
春风欲渡无情雨
熙水别离三千目
折得桃花两三枝
映得残月半江红――致春雨无情
梧桐树下潇湘雨
青石小巷伴书明
当年曾为梦展翅
一笔从文定乾坤――致莘莘学子
景致不似当年景
路途匆匆无友行
游子本是故乡人
奈何陌路伴孤心――致远方故乡
浮生半世只为情
几经风雨泪成冰
花瓣风散花蕊瞑
绝情谷底葬千年――致逝去的爱"	刻字的木头守望的琴尾	1	1
417	1.41	178	62	-1	82	19	"不约。不约。不约。重要的事说三遍。
微信问我，问我，问我。
别一上来就要照片好嘛？老子欠你的啊！
星巴克咖啡师一名，所以别问我是不是学生好吗。"	VagranTm		1
418	1.42	170	65	1	1	19		鲁啦啦123	1	1
419	1.42	170	57	-1	108	21	不真诚的，别找我聊天谢谢	nixxxxx	2	2
420	1.42	170	65	-1	6	28		红地毯上的白玫瑰	1	0
421	1.42	165	70	-1	144	23	控白袜，控运动鞋，控篮球鞋。想WEN	gooooolooooo	1	1
422	1.43	120	30	0	4	20		tttfgh		0
423	1.43	164	51	1	5	28		碎冰晶		2
424	1.43	171	67	0	9	28	稳定的工作和生活，车房都有，希望你身高175以上，身材良好，无不良嗜好，收入稳定，无家庭压力，愿意过简单生活	shuck		1
425	1.43	179	75	-1	53	26	嘿	这只是个名字--	1	2
426	1.43	183	72	1	402	21	♠️、等风来、	Jaysonh	2	1
427	1.43	178	65	0.5	335	26	别一来就你发我回。	洪蛋	2	0
428	1.44	170	64	-1	44	34	我了QQ号2244751822	花熊熊	1	1
429	1.44	176	60	-1	63	20	😶😶	MercI-	1	1
430	1.44	168	49	-1	9	18		人中哈士奇	1	1
431	1.44	166	70	0.5	27	30	不忘初心！	填棋	2	2
432	1.44	178	60	0.5	153	23	无论是与非，谁又真的关心谁。。。。。。。。	冷孤皓月	1	2
433	1.45	180	72	1	463	26	。	Seey7		0
434	1.45	182	65	0	97	19	有男友，可聊天，不约。	丧尸爆龙攻	1	1
435	1.45	173	55	0	350	22	"照片本人！

😂"	水一般的少年Hermes	1	2
436	1.46	168	46	0	272	22	一直在寻找属于我的那个他……	笨笨的笨小孩	2	1
437	1.46	178	66	0.5	5	24	出售七喜牌pad一台！	Seven喜	1	1
438	1.46	170	50	0	18	24		BNNCV		0
439	1.46	172	60	-1	70	21	 	等待是最愚蠢的告白丶		2
440	1.46	176	60	1	11	23	say hi	瞧一瞧看一看	1	2
441	1.46	186	67	1	632	22	"记得我的好 或者 记得我就好

一个集人渣 逗逼 高冷 呆萌于一体的怪物

曾是一家不知名杂志的不知名写手
也曾是一所知名大学的不知名学子
如今是一家知名机构的不知名老师
将是一座不知名城市的不知名游客

已出柜  不约  微博：流砂彷了个白"	流砂彷白	4	1
442	1.47	176	70	-1	239	20	 	Giannihuang	4	2
443	1.48	175	60	-1	53	20	🐳	uvwxyxwvuZ		1
444	1.48	175	71	0.5	1	22		来人搞死你蛤		2
445	1.48	173	59	0	407	27	只想找个合适的人简简单单的生活，过日子。。	Hary-luo	2	1
446	1.48	180	64	0	5786	21	不	小老虎TigerTTT	2	1
447	1.48	178	70	0.5	172	18	"终于可以摆脱高三狗这个称号了，好开心。。。然后。。。额。。。。无照不回（抿嘴）。。。。。我也不知道我为什么这么不上镜（照片在动态，自己去找）                                                                  

欢迎关注!!!~ o(*￣▽￣*)o~

微博ID一样哦"	火军大嘟嘟	1	1
448	1.49	170	60	-1	82	25	努力  遇见更好的自己	凌轩123	2	1
449	1.5	173	60	-1	35	21		你是大逗逼吗	2	2
450	1.5	172	172	0.5	288	24	唉……都些啥唉……人丑就要多读书	行了继续睡	4	1
451	1.5	175	55	-1	11	22		瀚海阑干百丈冰	1	1
452	1.5	171	53	-1	22	21	不约不约不约不约  ――  '炮'	看看帅哥来着	1	1
453	1.51	170	65	1	7	25	要看照片说你发我回的烦不烦，要看自己先发	可以弎人吗	1	1
454	1.51	170	60	-1	36	26	나 의 즐거움 은 보고 싶 은데（小鲜肉勿扰、约炮请绕道）	徴羽	1	1
455	1.51	170	58	0	2	24		风之秋兴		2
456	1.53	169	65	0.5	57	43	约会	Aa的世界		1
457	1.54	170	50	-1	63	27	我有媳妇儿，你们有吗！	一个熊控	4	1
458	1.54	172	51	-1	30	20		dos9sn	1	1
459	1.54	170	54	0.5	122	24	胖的，不讲卫生的，身上有异味，留长指甲什么的真的受不了。。	雨程濛	2	1
460	1.54	173	52	-1	43	21	。	3211111111234		0
461	1.55	175	62	0.5	166	42	一个人过日子没劲 真心找个bf一起生活一起走下去	大叔大jj	1	1
462	1.55	175	58	-1	104	19	"no pic no reply

简单点，走心

不是高冷，只是慢热而已

XD

没太分攻受，不要只看我的脸就觉得我只能当受，当攻也能把你照顾的好好的。"	你是旋律	1	1
463	1.56	165	52	-1	5	25	失眠了唉	无忧无虑的鱼	2	0
