	distance	height	weight	role	hot	age	description	name	online_state
234	0.59	178	57	-1	217	17	心术不正。	ma-bulle	1
235	0.59	175	90	0	576	31	喜欢白袜痞子帅哥	BANNEDUSERBEAR686502	0
236	0.6	170	59	-1	102	27	🐶🍐🇨🇳🏠👶🏻💀1️⃣	百分之78的Air-小曲	1
237	0.6	175	72	-1	268	25		无所谓不知道	1
238	0.6	183	70	1	171	26	"健身中。
有时会受煎熬，有时很无所谓。
前路未知，该怎么走。"	Sad-me	1
239	0.6	178	60	-1	202	26	你在哪？我亲爱的他！	不一样的love--	1
240	0.6	175	65	-1	900	28	不以物喜，不以己悲。结交积极向上的朋友。	不懂不爱520	1
241	0.6	175	64	1	230	21	白天温柔暖攻一枚。。。晚上(๑Ő௰Ő๑)。。。	青灯小盏	2
242	0.6	174	64	1	680	28	喜欢游泳的加	喜欢游泳-	1
243	0.6	177	65	-1	32	27		knnive	1
244	0.6	172	65	1	91	41		源江山	1
245	0.62	172	55	0	15	25	找对象、25以下的。	爱皮卡	1
246	0.62	168	90	-1	151	51		胖子找胖孑	1
247	0.62	175	67	-1	10	25	微信2427318613	S军中坚硬	1
248	0.62	184	86	-1	30	25	一个人的寂寞两个人的错！	老头C	1
249	0.62	170	60	1	5	25	欢迎加入宁国第一大群，群号码：421039244	人小铺	1
250	0.62	185	73	1	78	25	"🔳曾在野战部队服役的山东人，现在北京工作.

🔲上进、独立、真诚实在，有点阳光、慢轻熟.

🔳爱傻笑、爱健身、爱电影、爱旅游、爱生活.

🔲不约炮、不摆谱、不混圈、不喜矫情狂妄人.

🔳结交靠谱上进，不邋遢、嘴碎、娘气纯爷们.

🔲不害怕你认识我，就担心你会悄悄地爱上我.

🔳看到信息都会回复，回复慢了请不要放心上.

🔲本人长得对得起人民，照片微信聊得好再给."	帽徽	1
251	0.62	179	66	1	15	28	28岁以上，178以下，胖子勿扰！	v基地犹在	1
252	0.62	180	65	-1	10	24	用心甘情愿的态度，过随遇而安的生活~	寻找罗麦J	1
253	0.62	178	68	0.5	11	25	有对象，莫勾搭！	小七啊	1
254	0.62	170	65	-1	194	33	我只是看看不约，勿打扰谢谢。微信yky710622如果聊天请带照片，我只想静静的生活，静静的工作，静的能听到自己的呼吸，自己的心跳，静静的只想一个人便好，别来打扰我，好吗，好吗?因为我会为你动情的，你懂的。	爱你到深处	1
255	0.62	179	60	0.5	17	21	无照勿扰。聊天不约！	z葑	1
256	0.62	170	64	-1	16	25	"lol最近不玩了，附近有一起唱歌的没，有的组起！
"	想唱情歌	1
257	0.62	171	68	-1	27	25	不爱时 再多的付出 再痛的牺牲 不过是让轻的更轻 重的更重	似爱情5508	1
258	0.62	175	80	-1	8	25	35岁以上者勿扰谢谢！	眉儒雅中年	1
259	0.62	174	73	-1	48	21	"交友聊天 约炮绕道
资料都是真实的 希望聊天带上照片
已有想共度此生的人"	大陆向天	1
260	0.62	172	59	-1	14	22	"二次元食草系生物~
喜欢黑死金属乐~
哦，不见不约~
别在重复问约不约见不见了好吗？不识字？"	桂林小胖子	1
261	0.62	180	60	0	487	22	DNF求带PK！我喜欢瘦的😌另外30以上的能别打招呼了么，我不喜欢比我大太多的。那些喜欢拿，在哪里，在干嘛，看看你等等类似做开头的，你应该可以看到“生人勿近”。	冻心的大冰块	1
262	0.62	172	67	1	14	28	本本分分做自己	漫步云端007大	1
263	0.62	167	55	0.5	10	25	总是庆幸自己是个正常人	9说时依旧sss	1
264	0.62	178	75	-1	16	25	人生若只如初见……	少潇	1
265	0.62	177	69	0.5	25	29		开始nd	1
266	0.62	184	80	1	110	25	我要好好找一个可以跟我相濡以沫，共度一生的人，平时一起散步，一起看书看电影，一起窝在床上玩游戏，一起烹调，有时间的时候一起出去旅游，让整个世界都有我们的回忆，我会带他去可以结婚的国家登记结婚，不管它有没有实际的作用，如果能够有幸活到老得走不动的时候，就一起进养老院，但是我一定要自私的先一步离开这个世界，因为我无法承担那一份悲伤	情之所	1
267	0.62	171	56	0.5	33	28	什么都没有	忘了就不	1
268	0.62	175	56	0	3	21		MKOk	1
269	0.62	172	80	0.5	3	24	"每个人都有自己喜欢的对向
但不一定是他喜欢你"	w庭	1
270	0.62	173	95	0	8	25	不招欠，不招欠，挨欺负了也不年语。	Dane丶	1
271	0.62	178	66	-1	39	20	聊天先爆照！	小阿三g	1
272	0.62	173	60	1	5	25	我们要的……终究不是一场天崩地裂的爱恋……而是天长地久的温暖相伴……只想找个一过日子的……合适的可以加微信4417660……不喜欢偏胖的	五笔小王	1
273	0.62	175	56	0	18	29	生命无需太多，只要心有所依，平平淡淡的生活，便好，未来的生活，我们无法预言，每天穿梭在人海中，我们不知道我们会遇到多少人，也不知道要走多少路，更不知道要经历多少坎坷，只要有人陪着你，伴着你，只要有人愿意懂你，你就会拥有温暖，把过去的感伤和惆怅，婉约成一片青叶，付诸于岁月的长河中，顺流而远，淡然的面对生活，静静的享受美好的时光。	拥他入梦	1
274	0.62	180	80	1	63	29	          不约～ 28岁以下，70kg以下，非郑州市户口就不要打招呼了～	JohnC-	1
275	0.62	175	65	-1	41	28	盗照片者可耻。没脸出来见人就不要乱勾搭本人微信xiaoqiqi87老胖丑勿扰娘泡勿扰 用假照片的就不要找我聊了。不想浪费口舌看个照片还要墨迹半天。	身轩昊	1
276	0.63	167	61	0.5	34	31	Not-so-young college professor. Love science, art and classical music. Looking for smart and cute guys for potential date. Top vers if you want to know.	jzjbzjvxkyz	1
277	0.63	170	52	0	2	25	  叔叔  我们不约～✌	小百儿	1
278	0.63	170	58	0.5	3	25	"fix me im broken 
can someone help me
plss heal this wounds
inside my heart"	karlo12B	1
279	0.63	170	60	0	101	30		心手相依	1
280	0.63	180	69	0.5	7	25	拯救不开心，哈哈	一室二鸟R	1
281	0.63	170	58	0	152	28	找男朋友，真心交友的可以关注我！	粟wai-	1
282	0.63	178	67	0.5	7	25	再见😁	米糍菌	1
283	0.63	179	68	0.5	138	25	"我想认识大学生交朋友。单纯简单，没坏心。

这个圈这么乱，能有个真心的么？
喜欢干净开朗阳光身材好的男生。
微信79419975"	天乔本	1
284	0.63	178	69	0.5	45	20	QQ 1637501618	Kingmen2014丶	1
285	0.63	170	52	-1	10	24	人心对人心，你真我就真	diahor	1
286	0.63	177	77	0	15	23	无语	Adam-Fans丶	1
287	0.63	170	72	1	3	22	好好的爱他吧！你会很幸福的	我很幸福他很可	1
288	0.63	172	70	-1	77	45		Madong	0
289	0.63	180	73	0.5	9	20	活在梦里	破孩纸	1
290	0.63	173	68	0.5	13	23	淡淡（觅缘）	8有缘再见	2
291	0.63	168	54	0.5	9	32	"已出櫃…不分沒偏…生活圈很單純…歡迎交友聊天…見面…一起運動…不喜歡太吵雜的地方…沒去過聲色場所…沒有夜生活…不hi fun…不約炮

我只是習慣誠實而選擇出櫃…也很幸運的被接受了…但同志的路不好走…還是希望有交心的朋友。

平日除了上班還有另外在進修法律和心理學諮商與輔導…雖然懂的不是很專精…還是很樂意提供需要的人諮詢。

還在學習人生四項基本原則：懂得選擇，學會放棄，耐得住寂寞，經得起誘惑

喜歡我就加我關注,如果我喜歡你也會加你關注,雙方都互加關注就是可以隨意聊的暗號了。
從未主動丟訊給人過,就醬吧。"	呵121	1
292	0.63	177	64	-1	4	25	离线请留言	是林夕啊Q	1
293	0.63	172	75	0	17	25		海兰江边的小兔嚎	1
294	0.63	170	80	1	3	25	喜歡中老年	jhonsonlei丶	1
295	0.63	160	71	1	5	35	等待你的出现	sshhfc	1
296	0.63	170	65	1	8	23	照片非本人，勾搭需谨慎！	尘世道	1
297	0.63	179	71	0	42	29	"Please show me at least a face pic to start a conversation
*Definitely not looking for a chat with people thousands of miles away*"	SeanSssssssf	1
298	0.63	175	70	1	251	47	28以下高瘦、阳光、俊朗白净有吗？学生或有正当职业的。固定长期。	成熟斯文大叔	1
299	0.63	173	64	0.5	21	27	能好好聊天吗？别一上来就是住哪里越不越好吗！无头假照这种最基本礼貌都没有的，请不要理我谢谢。	onemol丶	1
300	0.63	181	77	0	8	28	找bf  不约  身高体重相差不多的	TaunTj	1
301	0.63	120	200	-1	0	27	"没衣服穿也没脸见人～ 随便看看

唯一可以聊的就是加微博"	没事就删资料暖男	1
302	0.63	173	60	1	2	23	⭐	5翼则	1
303	0.63	165	60	0.5	84	25	不知道之后会不会幡然醒悟，只是目前仍只想维持现状就好。未来对于我们来说实在是一件缥缈的梦。	向影r	1
304	0.63	176	64	-1	17	25	 讲了一万遍 关注 才会回复 那你就挑战 试试	走路看着猫	1
305	0.63	180	90	0	1	25	nice to meet u.	气先生-卡比	1
306	0.63	180	70	1	116	28		Gaymantop	1
307	0.63	170	60	-1	10	23	Make a friend..	布NirLiao	1
308	0.63	200	200	1	34	24	因误会而相识，因了解而分别。封性锁欲等一个人，封心锁爱了一段情。	奶子好痒u	1
309	0.63	178	66	0	31	20	不约，上来刷动态而已❗️❗️❗️	丨鶏爺i	1
310	0.63	176	62	1	42	23	"只看不约不聊，有bf。谢谢关注😊
"	布Nites	1
311	0.63	180	81	0.5	4	25	人活着总要放纵那么一次。   我想找到那个他	泪小叔	1
312	0.63	172	60	1	3	25	命里有时，终须有。命无时，莫强求。是我的，终究是我的，赶也赶不走。不是我的，在强求也得不到。顺其自然吧！:	Z刀锋人生	1
313	0.63	176	63	1	12	24	QQ921542659	雾如梦	1
314	0.63	182	72	-1	53	32		嗨爷们10	1
315	0.63	180	60	-1	22	18	"

我要的只是一个未来☺

你在南方的艳阳里大雪纷飞，我在北方的寒夜里乌漆吗黑🍃"	小浅吻ii	1
316	0.63	175	65	0	136	21	  删了 不玩了	Coulsons	1
317	0.63	178	76	0.5	13	36		今夜无眠8888	1
318	0.63	175	63	1	24	25	爱，随风摇曳。	滚的负鼠	1
319	0.63	178	58	-1	37	25	"第一次玩这个 求关注好吗😊
                         
                          主动一点我们就会有故事😘
                                        
                                           帅的人已经关注我了 而丑的人还在犹豫😃
"	-EnthusiasmTwinkle	1
320	0.63	175	60	1	7	25	419就别Sai hi 了 已有伴 但朋友多多益善	平M	1
321	0.63	175	70	1	7	24	                      勿装逼   雷会劈	时晨来	1
322	0.63	172	60	1	18	25	头像什么的照片是我	陈子昂lll枫	1
323	0.63	178	75	-1	41	27	微信	老天安	1
324	0.63	171	60	0.5	3	28	在這找陪我一生的人、真誠品味酷男	光同影执着	1
325	0.63	179	80	0.5	7	27	朋友用心去交，父母拿命去孝。	寻找那份真正的爱情p	1
326	0.63	170	66	0.5	15	25	单身找对象。	莺-	1
327	0.63	178	71	0	43	27	在心里留一个人的位置，在最暖的地方，座落在小小的城，和喜欢的人过喜欢的日子，这是我最初和最终的愿望，求来个普通点的带走。我不娘，希望找个不娘的🐳🐳🐳	taoyyyyye-	1
328	0.63	178	73	-1	2	24	照片本人😘喜欢交友😘有3想法直说😘	知道你是	1
329	0.63	186	86	0.5	29	28	我的爱情永远停在你我最幸福的一天。我会等你回来。每个月的26号晚上我都会上一这个软件。只因等你一句。你好。我叫宋国庆，你叫什么。希望我会等到吧。	宋国庆--撒拉黑有p	1
330	0.63	172	60	0.5	8	25	喜欢短发.5或1 最好是东北爷们 不喜欢墨迹的 不约	freddy灰	1
331	0.63	170	60	0	13	18	爱情并不是人生的唯一价值，追求不到就放手吧。更何况我以后或许还会去做变性手术，永远不要被那些只是想玩弄你的渣男所摆布，大不了实在是嫁不出去这辈子就不嫁了，人家金星老师也是38岁才结的婚啊。所以先使自己变得更加的强大，打好经济基础对于目前的你来说才是最重要的，认清自己的现状，看清现实。	高中绝不耍朋友男神	1
332	0.63	166	53	0	506	26	想找个男朋友，带回家让我妈请吃饭！	Enamel-Q	1
333	0.64	167	62	-1	2	21	心若向阳，何有悲伤	hjdkxh	1
334	0.64	180	85	1	33	31	飞得有点频、搭理来不及！YP靠边站，Low货勿扰！你所看见的是状态和爱好，非职业！本人低调，所以希望交流者也低调，那种卖肉露帅脸的真心不感冒，如合适宜，飞来飞去总会遇见...	UPluto714	1
335	0.64	178	70	-1	18	22		quietness	1
336	0.64	170	45	0.5	17	20	只想找个男友	htdfghgge	1
337	0.64	172	54	-1	4	25	"     一，找我聊天先发照片，没有本人照片的不要发信息给我，发了不回复。希望兄弟理解，大家都挺忙的！

     二，我只有这一个账号，其他看到我照片的都是盗版！

   三，老、胖、外星人、（口臭、狐臭、脚臭）勿扰。
   四，有朋友，不约。（做朋友可以）
    五，聊天可以、（你想问的，想看的上面都有，本人正当工作，其他问题免开尊口）。
     
           本人魔羯座"	别来无恙你还狗模狗	1
338	0.64	178	72	0	31	25	我曾经是武警，络腮胡，多毛，JJ小，是个吃货但不会做饭，喜欢干净整洁，喜欢收家，喜欢健康的生活，喜欢和爱人相互吸舌头，相互亲舔咬奶头很兴奋。喜欢在一起长久的稳稳的幸福。这就是我。	昆明仲夏夜之	1
339	0.64	175	70	-1	85	19	"             

          待我强大，给你一片天下

                                      已卸载."	零零骑	1
340	0.64	170	52	0.5	5	25	单身汪	男神孤独的人是可耻的997	2
341	0.64	172	77	0.5	0	20	节日快乐啊	勇敢的活自己O	1
342	0.64	175	60	1	18	25	已有家熊，家熊叫肉肉，哈哈	箫子	1
343	0.64	180	80	0.5	3	19	happiness	Mr2cat爆先生	1
344	0.64	170	55	-1	1	28	只是来看帅哥的///不会再爱了，勿扰	2小白是我的昵称	1
345	0.64	178	68	-1	2	26	人分三六九等…如果你的人品好…我很希望和你成为朋友…相反的就别打扰我了！	FG子羽	1
346	0.64	166	55	0	15	25	喜歡中年叔，渴望談上一段忘年之交~	文凱K	1
347	0.64	175	70	1	71	36	流水不因石而阻，友谊不因远而疏。	笑对人生668	1
348	0.64	187	72	0.5	27	22	感情空白，急需填补	一起来开黑	1
349	0.65	178	65	0.5	66	28		墨戍子	1
350	0.69	183	100	0.5	409	25	多认识点朋友，别发闪图	bawei熊	1
351	0.69	172	72	0	140	43	斯文大叔，壮男控。	Nuannuan	1
352	0.69	175	63	-1	22	25	"无人与我立黄昏，
无人问我粥可温；
无人愁我独行路，
无人拘我言中泪 ；
无人伴我捻熄灯，
无人共我书半生；
眉间降色冷，
案上锦书残。"	小路求索	1
353	0.69	180	65	-1	112	24	In the ways of life every trauma is a mature, every loss is a gain. 生命里的每一次创伤都是一种成熟，每一次失去都是一种获得。	西安wg	2
354	0.69	176	70	0	183	26	喜欢制服皮鞋大叔	赤坂桥	2
355	0.7	172	60	0.5	182	27	聊天可以，不约。	三克阳光	1
356	0.7	178	96	-1	138	34	"不要……
"	小叔熊熊	2
357	0.7	170	60	-1	471	78	各种虚伪，不想说话，勿扰！	扯淡D的圈子	1
358	0.7	175	80	-1	241	36		G知心交友也谈性	1
359	0.71	175	73	-1	14	35		水与火的故事	2
360	0.71	180	70	-1	64	21	无聊中⊙▽⊙	TlTlTiT	1
361	0.71	180	68	0	117	26		最初的泡沫	2
362	0.72	180	65	1	308	27	加油，2016!	谨之	1
363	0.73	174	65	0.5	43	37	天又变冷了，大清早穿短袖还蛮冷的！	Knowblack	1
364	0.73	170	65	-1	5	22	80  90创业乐园咨询加微信wml123224	腐草化为萤	1
365	0.73	170	60	0.5	21	23	真爱	爱我不爱oooo	1
366	0.73	167	52	-1	14	18	😔	猛攻一夜	1
367	0.73	168	51	-1	23	21	感情顾问，资深腐女，找小伙伴	10月19日现在约	1
368	0.74	173	82	0.5	328	31	猴子无照请勿m	坏熊	1
369	0.74	170	57	0	11	20		1997我想和你谈谈	1
370	0.74	173	70	1	50	26	此人很坏，交友需谨慎哦	深水怪兽	1
371	0.74	175	65	0	72	26		kssnhzbs	2
372	0.74	177	77	-1	43	29		无言结局G	1
373	0.74	175	60	0	5	20	我觉得我应该减肥	潮钛	1
374	0.74	176	65	1	46	30		我不是男孩	1
375	0.74	167	62	-1	4	21	心若向阳，何有悲伤	bj21002000	1
376	0.74	175	65	0.5	57	23	最近有段时间不在线，祝大家性福。	babyily	1
377	0.74	175	68	-1	14	27	交朋友开始……	hh2hc丶	1
378	0.74	178	70	1	16	25	亲手砌起了四座围墙，把自己关在里面！呆呆的望着天空，好希望有一天它掉下来！把我埋葬！	回千古	1
379	0.74	176	60	-1	4	33		w虚无w	1
380	0.74	168	52	0.5	5	24		貎鷇	1
381	0.74	178	53	0.5	32	23	"求关注
打招呼自带照片，我要了还不给的话就不回了，。浪费时间
למצוץ את הזין שלי
超过27，别找我。谢谢。
不约，不见。
啥也不找。
唇过百味而不息，胃纳万物而不备。请叫我胃plus。"	.hhh	1
